11,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-12-02 15:28:00,1
2019-12-02 15:46:00,1
2019-12-02 15:58:00,1
2019-12-02 16:02:00,1
2019-12-02 16:10:00,1
2019-12-02 16:17:00,1
2019-12-02 16:23:00,1
2019-12-02 16:26:00,1
2019-12-02 16:30:00,1
2019-12-02 17:12:00,1
2019-12-02 17:16:00,1
