234,select * from dbo.fDocColumns(&&&)
2019-11-06 00:02:00,3
2019-11-06 00:44:00,2
2019-11-06 00:51:00,2
2019-11-06 00:56:00,2
2019-11-06 00:57:00,2
2019-11-06 01:03:00,2
2019-11-06 01:06:00,3
2019-11-06 01:24:00,2
2019-11-06 01:33:00,1
2019-11-06 01:34:00,1
2019-11-06 01:35:00,2
2019-11-06 01:47:00,1
2019-11-06 02:12:00,1
2019-11-06 02:39:00,2
2019-11-06 03:21:00,1
2019-11-06 03:30:00,2
2019-11-06 03:31:00,7
2019-11-06 03:38:00,2
2019-11-06 03:39:00,5
2019-11-06 03:40:00,3
2019-11-06 03:41:00,3
2019-11-06 03:44:00,2
2019-11-06 03:47:00,1
2019-11-06 03:48:00,1
2019-11-06 03:49:00,3
2019-11-06 03:52:00,1
2019-11-06 03:54:00,2
2019-11-06 04:11:00,2
2019-11-06 04:13:00,3
2019-11-06 04:18:00,8
2019-11-06 05:06:00,2
2019-11-06 05:10:00,2
2019-11-06 05:11:00,2
2019-11-06 05:17:00,1
2019-11-06 05:40:00,3
2019-11-06 05:56:00,1
2019-11-06 06:38:00,1
2019-11-06 06:49:00,3
2019-11-06 07:01:00,3
2019-11-06 07:31:00,3
2019-11-06 07:52:00,1
2019-11-06 07:53:00,2
2019-11-06 08:14:00,3
2019-11-06 09:24:00,1
2019-11-06 10:08:00,1
2019-11-06 10:11:00,3
2019-11-06 10:27:00,2
2019-11-06 10:51:00,1
2019-11-06 10:57:00,2
2019-11-06 11:06:00,1
2019-11-06 11:10:00,1
2019-11-06 11:11:00,3
2019-11-06 11:12:00,3
2019-11-06 11:13:00,1
2019-11-06 11:22:00,1
2019-11-06 11:25:00,1
2019-11-06 11:41:00,3
2019-11-06 12:08:00,4
2019-11-06 13:23:00,4
2019-11-06 13:35:00,4
2019-11-06 13:46:00,2
2019-11-06 13:50:00,2
2019-11-06 13:51:00,2
2019-11-06 13:53:00,2
2019-11-06 13:57:00,2
2019-11-06 14:00:00,2
2019-11-06 14:03:00,4
2019-11-06 14:23:00,2
2019-11-06 14:26:00,4
2019-11-06 14:28:00,2
2019-11-06 14:30:00,1
2019-11-06 14:50:00,4
2019-11-06 14:52:00,3
2019-11-06 14:57:00,1
2019-11-06 15:01:00,1
2019-11-06 15:40:00,3
2019-11-06 15:58:00,1
2019-11-06 16:05:00,2
2019-11-06 16:10:00,3
2019-11-06 16:13:00,2
2019-11-06 16:51:00,2
2019-11-06 16:52:00,1
2019-11-06 16:55:00,3
2019-11-06 17:09:00,4
2019-11-06 17:19:00,1
2019-11-06 17:37:00,1
2019-11-06 18:20:00,2
2019-11-06 18:21:00,3
2019-11-06 18:37:00,2
2019-11-06 18:41:00,3
2019-11-06 18:54:00,1
2019-11-06 19:09:00,2
2019-11-06 19:41:00,2
2019-11-06 19:59:00,2
2019-11-06 20:06:00,1
2019-11-06 20:36:00,2
2019-11-06 20:40:00,2
2019-11-06 20:41:00,1
2019-11-06 21:19:00,2
2019-11-06 21:24:00,1
2019-11-06 21:53:00,2
2019-11-06 21:55:00,2
2019-11-06 22:01:00,2
2019-11-06 22:14:00,2
2019-11-06 22:15:00,2
2019-11-06 22:40:00,3
2019-11-06 23:18:00,2
2019-11-06 23:42:00,1
