498,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-12-21 00:01:00,21
2019-12-21 00:03:00,14
2019-12-21 00:05:00,35
2019-12-21 00:07:00,16
2019-12-21 00:08:00,68
2019-12-21 00:09:00,3
2019-12-21 00:10:00,22
2019-12-21 00:12:00,26
2019-12-21 00:14:00,36
2019-12-21 00:16:00,18
2019-12-21 00:18:00,47
2019-12-21 00:20:00,12
2019-12-21 00:21:00,8
2019-12-21 00:22:00,15
2019-12-21 00:23:00,13
2019-12-21 00:24:00,13
2019-12-21 00:25:00,16
2019-12-21 00:26:00,9
2019-12-21 00:27:00,15
2019-12-21 00:28:00,13
2019-12-21 00:29:00,12
2019-12-21 00:30:00,8
2019-12-21 00:31:00,23
2019-12-21 00:32:00,13
2019-12-21 00:33:00,5
2019-12-21 00:34:00,10
2019-12-21 00:35:00,7
