3,"select top # p.objid as name, p.ra, p.dec from photoobj p, specobj s where p.objid=s.bestobjid and s.z BETWEEN # AND #"
2019-12-21 07:58:00,1
2019-12-21 07:59:00,1
2019-12-21 12:51:00,1
