28,SELECT count(ra)
2019-12-21 15:29:00,1
2019-12-21 15:30:00,1
2019-12-21 15:46:00,1
2019-12-21 15:47:00,4
2019-12-21 16:03:00,1
2019-12-21 16:10:00,5
2019-12-21 16:11:00,1
2019-12-21 16:39:00,4
2019-12-21 16:40:00,1
2019-12-21 16:41:00,2
2019-12-21 16:44:00,3
2019-12-21 16:45:00,4
